名字,评分,户型,出租类型,可住,价格,图片地址,城市
天府软件园附近地铁一号线四河地铁口豪华装修整套二房带暖气，免费为租客提供租房发票,"
                                        4.5
                                    ",1室,整租,宜住4人,￥168,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
四川大学、省音乐学院豪华观景大床房,"
                                        4.7
                                    ",5室,单间出租,宜住2人,￥148,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
保利精装3室地铁口 高铁直达青城山都江堰,"
                                        4.9
                                    ",3室,整租,宜住6人,￥528,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
春熙路 市二医院   地铁房单间,"
                                        4.8
                                    ",4室,单间出租,宜住2人,￥110,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
青城后山泰安古镇青砖小院特色双人大床房,"
                                        5.0
                                    ",1室,整租,宜住2人,￥388,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
空调大床房（温江大学城）,"
                                        4.8
                                    ",1室,整租,宜住2人,￥88,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
【楼下即太古里】9号/临春熙路地铁站/两个1.5米宽大床/大阳台/促销中,"
                                        4.7
                                    ",1室,整租,宜住4人,￥188,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
恒大会议中心@金堂民宿恒大朗诗双卧室大套房新小区,"
                                        5.0
                                    ",2室,整租,宜住4人,￥498,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
武侯祠锦里 附近爱旅单间大床房 日租 短租,"
                                        5.0
                                    ",8室,单间出租,宜住2人,￥120,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
成都宽窄巷子 卷舒堂 印象梦幻蓝 双床房,"
                                        5.0
                                    ",1室,整租,宜住2人,￥238,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
成都黄龙溪蜀锦乡客栈观景标间,"
                                        5.0
                                    ",1室,整租,宜住2人,￥128,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
春熙路商圈 火车东站附近两居,"
                                        4.5
                                    ",2室,整租,宜住4人,￥360,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
火车东站雨玲小姐家独卫粉色大床房,"
                                        5.0
                                    ",5室,单间出租,宜住2人,￥138,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
世纪城地铁站新会展中心附近商务双床房,"
                                        4.8
                                    ",1室,整租,宜住4人,￥238,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
高新区火车南站地铁口北欧风双1.8*2米大床,"
                                        5.0
                                    ",2室,整租,宜住4人,￥266,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
太古里&春熙路地铁D口5分到家二室住4人,"
                                        4.8
                                    ",2室,整租,宜住4人,￥199,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
【春熙路宽窄巷子】地铁口有偿供车,"
                                        5.0
                                    ",1室,整租,宜住4人,￥269,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
2号线龙泉驿站【她他小屋】两房,"
                                        5.0
                                    ",2室,整租,宜住3人,￥228,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
金融城/新会展/银泰菲斯奢享套房,"
                                        5.0
                                    ",1室,整租,宜住2人,￥498,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
回龙湾小区 欢乐屋 温馨一居室,"
                                        5.0
                                    ",1室,整租,宜住2人,￥268,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
百伦生活广场后面精装两房三床,"
                                        5.0
                                    ",2室,整租,宜住6人,￥488,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
『晴空宿』近都江堰&南桥&熊猫谷/免费停车/玩小霸王游戏机/1.8双大床两居套房,"
                                        4.8
                                    ",2室,整租,宜住4人,￥168,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
成都金融城/环球/银泰菲斯奢华景观房,"
                                        5.0
                                    ",1室,整租,宜住2人,￥558,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
地铁2号线百草站低调 奢华 三居室,"
                                        5.0
                                    ",3室,整租,宜住6人,￥498,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
机麻投影仪双地铁口【春熙路宽窄巷子】有偿用车品质家,"
                                        5.0
                                    ",3室,整租,宜住7人,￥349,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
"半山臥隱山居,聽琴品茶賞月觀山悟道修行 大床房","
                                        5.0
                                    ",1室,整租,宜住2人,￥450,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
"都江堰半山臥隱山居,品茶悟道,大床房之清風","
                                        5.0
                                    ",1室,整租,宜住2人,￥450,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
地铁二号线龙泉驿A出口/夏凉田园精品二居,"
                                        4.7
                                    ",2室,整租,宜住6人,￥268,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
A区暖屋，地铁口，步行可至武侯祠锦里,"
                                        4.9
                                    ",2室,整租,宜住4人,￥188,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
花水湾王山别墅——千志圆温泉别墅,"
                                        5.0
                                    ",5室,整租,宜住10人,￥2500,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
范程程的家，龙湖时代天街电子科大清水河,"
                                        4.9
                                    ",1室,整租,宜住3人,￥138,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
成都武侯祠/锦里/地铁景区/清新两居室,"
                                        5.0
                                    ",2室,整租,宜住4人,￥388,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
【留蜀】宽窄巷·人民公园·武侯祠,"
                                        4.7
                                    ",2室,整租,宜住4人,￥299,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
成都金融城/会展中心/银泰菲斯城景套房,"
                                        5.0
                                    ",1室,整租,宜住2人,￥498,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
都江堰~青城山山脚下的私人院子【西蜀苑】,"
                                        5.0
                                    ",7室,整租,宜住19人,￥2288,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
华西短租华西医院武侯祠旁公寓一居,"
                                        4.9
                                    ",1室,整租,宜住3人,￥188,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
【千熙·新月】春熙路地铁日式品质套二,"
                                        5.0
                                    ",2室,整租,宜住4人,￥388,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
【简.凡】近春熙太古里/双地铁/高清投影双床房双空调,"
                                        5.0
                                    ",1室,整租,宜住4人,￥218,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
【The House雅居】loft•近夜猫子夜市.宽窄巷子.奎星楼街,"
                                        4.7
                                    ",1室,整租,宜住4人,￥198,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
都江堰景区旁古城内三国文化主题小屋,"
                                        4.8
                                    ",1室,整租,宜住2人,￥208,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
近福泉中心 2号线龙泉驿站【她他那里】两房,"
                                        5.0
                                    ",2室,整租,宜住4人,￥228,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
"(爬楼梯)市中心一环玉林路,锦里,武侯祠,宽窄巷子春熙路太古里地铁温馨两居","
                                        5.0
                                    ",2室,整租,宜住4人,￥158,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
春熙路近地铁 精选家庭房整租,"
                                        4.9
                                    ",2室,整租,宜住4人,￥228,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
春熙路商圈近地铁口附近 精品套二整租,"
                                        5.0
                                    ",2室,整租,宜住4人,￥228,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
锦里春熙路半小时精致跃层loft公寓,"
                                        5.0
                                    ",1室,整租,宜住2人,￥208,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
近成都火车东站万象城春熙路电子科技大 理工大学 万象城 闲情小站简约套一,"
                                        5.0
                                    ",1室,整租,宜住2人,￥248,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
3成都闲情小站万象城地铁口近火车东站简约北欧套房,"
                                        5.0
                                    ",1室,整租,宜住2人,￥228,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
青城山前山景区脚下，干净舒适，双床房,"
                                        2.6
                                    ",1室,整租,宜住2人,￥100,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
茶岛人家 石象湖茶海之岛茶园里景观房间,"
                                        5.0
                                    ",2室,整租,宜住8人,￥680,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
青城山中式园林禅意景观别墅,5.0,4室,整租,宜住9人,￥1580,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
近新南门，春熙路，四川大学精致小单间,"
                                        4.9
                                    ",4室,单间出租,宜住1人,￥60,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
东站88平米大幕布套房,"
                                        3.7
                                    ",2室,整租,宜住4人,￥398,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
青城山镇两居室,5.0,2室,整租,宜住4人,￥300,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
成都星期五民宿梦幻豪华大床房,"
                                        5.0
                                    ",1室,整租,宜住2人,￥218,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
实外国色天香附近现代三居双卫邻地铁,5.0,3室,整租,宜住6人,￥298,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
成都宽窄巷子 卷舒堂 印象梦幻蓝花园一居室,"
                                        4.9
                                    ",1室,整租,宜住2人,￥228,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
".西成路,茶海农庄实木套房温馨三居","
                                        5.0
                                    ",3室,整租,宜住6人,￥944,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
成都武侯万达地铁10号线北欧风格整租,"
                                        5.0
                                    ",1室,整租,宜住2人,￥298,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
成都东客站“爱之家”小清新，近双地铁,"
                                        5.0
                                    ",4室,单间出租,宜住2人,￥270,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
成都东站“爱之屋”-蓉城之风，近双地铁,"
                                        5.0
                                    ",4室,单间出租,宜住2人,￥270,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
唐顿庄园 近水 舒适一居室,"
                                        5.0
                                    ",1室,整租,宜住2人,￥168,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
成都武侯祠锦里简约现代温馨两居室,"
                                        5.0
                                    ",2室,整租,宜住4人,￥388,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
武侯祠*锦里*宽窄巷子高升桥北欧风情3居,"
                                        5.0
                                    ",3室,整租,宜住6人,￥588,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
地铁二号线龙泉驿A出口/秋实田园精品二居,"
                                        4.7
                                    ",2室,整租,宜住6人,￥268,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
唐人街唐顿庄园精装一居室,"
                                        5.0
                                    ",1室,整租,宜住2人,￥168,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
阳光城堡别墅轰趴馆--莫奈的花园,"
                                        4.8
                                    ",7室,整租,宜住14人,￥2680,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
大观镇东岳街 青城外山风景区,"
                                        5.0
                                    ",1室,整租,宜住2人,￥168,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
近武侯祠七室两厅超大美式豪宅,"
                                        5.0
                                    ",7室,整租,宜住14人,￥1800,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
金融城银泰中心华悦居菲斯服务公寓一居室,5.0,1室,整租,宜住2人,￥519,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
春熙路太古里宽窄巷子SM广场两居室,"
                                        5.0
                                    ",2室,整租,宜住4人,￥700,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
理工大学地铁口/外星人 两居室 可住4人,5.0,2室,整租,宜住4人,￥999,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
紧靠地铁3号线温馨单人间,"
                                        5.0
                                    ",1室,整租,宜住2人,￥128,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
天府广场、春熙路商圈温馨标准双床房,"
                                        4.0
                                    ",1室,整租,宜住4人,￥168,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
人民公园 华西医院、四川大学家庭豪华观景房,"
                                        4.8
                                    ",1室,整租,宜住2人,￥148,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
免费拍照/熊猫基地/太古里/春熙路/驷马桥古风一居室,5.0,1室,整租,宜住2人,￥228,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
太古里春熙路晶融汇IFS北欧风摇椅居,"
                                        5.0
                                    ",1室,整租,宜住2人,￥268,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
东客站地铁口/舒适大床落地窗整套出租/全套家电可做饭,5.0,1室,整租,宜住2人,￥599,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
美好江南--温江国色天香国庆团建聚会别墅轰趴馆,5.0,4室,整租,宜住10人,￥2080,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
【留蜀】宽窄巷子 原木投影 人民公园,"
                                        5.0
                                    ",2室,整租,宜住4人,￥299,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
紧邻百伦商场精装舒适一居室,5.0,1室,整租,宜住2人,￥298,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
春熙路太古里IFS：北欧公主房B 一居,"
                                        4.9
                                    ",1室,整租,宜住2人,￥218,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
公司团建，生日派对老同学聚会假期旅游别墅轰趴馆,5.0,3室,整租,宜住10人,￥1388,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
春熙路太古里/天府广场地铁一二号线/机场大巴一居/低价长租,"
                                        5.0
                                    ",1室,整租,宜住2人,￥225,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
双流航空港民大旁/豪华温馨一居室/地铁10号线/无接触入住/可洗衣做饭,"
                                        5.0
                                    ",1室,整租,宜住2人,￥158,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
四室三厅机麻小区外地铁口宽窄巷子、锦里 旅游家,"
                                        5.0
                                    ",4室,整租,宜住8人,￥529,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
双流机场/地铁8号线/川大民大附近/精装温馨一居/无接触入住/可洗衣做饭,"
                                        5.0
                                    ",1室,整租,宜住2人,￥108,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
万达锦华城/地铁6号8号线/近川大川师七中嘉祥/ 温馨一居/可洗衣做饭,"
                                        5.0
                                    ",1室,整租,宜住2人,￥188,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
梦幻岛乐园旁 近海洋公园 舒适一居电梯公寓,"
                                        5.0
                                    ",1室,整租,宜住2人,￥150,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
鹏瑞利广场附近三居室整租,"
                                        5.0
                                    ",3室,整租,宜住6人,￥358,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
万象城春熙路宽窄九远桥现代简约二居,"
                                        5.0
                                    ",2室,整租,宜住4人,￥348,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
都江堰泰安古镇旁美式怀旧复式乡村家庭套房,"
                                        5.0
                                    ",2室,整租,宜住4人,￥388,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
八宝街新城市广场家庭式公寓拎包入住可做饭,"
                                        4.9
                                    ",1室,整租,宜住2人,￥128,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
春熙路太古里步行街旁大床房/双地铁/市区景点,"
                                        5.0
                                    ",1室,整租,宜住3人,￥89,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
柠檬公寓之忆锦湾/锦里华西武侯祠宽窄巷子 三居室,"
                                        4.9
                                    ",3室,整租,宜住8人,￥799,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
火车南站森林系北欧日式3居套房,"
                                        4.0
                                    ",3室,整租,宜住6人,￥466,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
春熙路宽窄巷子旁双地铁温馨套一,"
                                        5.0
                                    ",1室,整租,宜住2人,￥218,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
大邑花水湾温泉度假～泳情别墅5室6床10-12人,"
                                        5.0
                                    ",5室,整租,宜住12人,￥1371,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
地铁二号线龙泉驿站A出口/冬暖/田园风精品二居,"
                                        4.9
                                    ",2室,整租,宜住6人,￥268,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
玉林西路小酒馆/锦里/武侯祠/春熙路/大床房,"
                                        4.2
                                    ",1室,整租,宜住2人,￥318,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
【溪水旁】建设巷/东郊记忆/电子科技大学/开放式厨房+婴儿床/温馨一居室,"
                                        5.0
                                    ",1室,整租,宜住3人,￥338,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
粉色少女风 川师地铁口 龙舟路三圣花乡四川师范大学旁精装大床房,5.0,1室,整租,宜住2人,￥168,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
青城山景区附近别墅温馨花园套房,5.0,2室,整租,宜住4人,￥1088,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
慢山花园7号别墅成都花水湾温泉西岭雪山三居室,"
                                        5.0
                                    ",3室,整租,宜住7人,￥860,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
双楠/地铁3号线/少陵路/伊藤洋华堂/宽窄巷/锦里/草堂/金沙/成都职业技术学院,"
                                        5.0
                                    ",1室,整租,宜住2人,￥167,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
近成都东站 川师附近 地铁房 可直达春熙路 宽窄巷子万科品质温馨套房,"
                                        5.0
                                    ",3室,整租,宜住5人,￥368,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
趣住chic inn/家有萌喵/全屋榻榻米/市中心紧邻宽窄巷子，春熙路，太古里,"
                                        5.0
                                    ",2室,单间出租,宜住2人,￥178,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
宽窄巷子1/人民公园两居室 ,"
                                        4.0
                                    ",2室,整租,宜住3人,￥188,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
【青城山玖零驿站】四居免费做饭机麻,"
                                        5.0
                                    ",4室,整租,宜住10人,￥998,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
锦里/宽窄巷子/武侯祠/草堂附近带厨房一居室室,5.0,1室,整租,宜住2人,￥268,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
成都天府广场，宽窄巷子，春熙路，太古里温馨一居,"
                                        4.5
                                    ",1室,整租,宜住2人,￥228,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
2人住单间，文化宫4、7号线地铁旁，单间,5.0,3室,单间出租,宜住2人,￥128,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
【简·纯】ins风/IFS/太古里/3、4号线地铁一室一厅双床套房双空调/投影,"
                                        5.0
                                    ",1室,整租,宜住4人,￥248,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
【简·漫】春熙路/IFS/太古里/双地铁。适合爱美爱拍照的小仙女或爱浪漫的情侣入,5.0,1室,整租,宜住2人,￥208,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
春熙路 太古里旁 安静美丽的小房子,5.0,3室,整租,宜住4人,￥386,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
地铁1号线四河站/天府软件园/欧洲中心/春熙路/文殊院/交通便利/可做饭,"
                                        4.6
                                    ",1室,整租,宜住2人,￥167,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
武侯祠、宽窄巷子简约商务双人房,"
                                        4.6
                                    ",1室,整租,宜住2人,￥128,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
华西医院、四川大学精品单人间,"
                                        4.6
                                    ",1室,整租,宜住2人,￥88,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
托普学院附近精装三居室,"
                                        5.0
                                    ",3室,整租,宜住8人,￥268,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
【The House雅居】亲子•近夜猫子夜市.宽窄巷子.奎星楼街,"
                                        4.9
                                    ",2室,整租,宜住3人,￥198,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
二环内双地铁&快速公交|古色品质雅居三居室,"
                                        5.0
                                    ",3室,整租,宜住4人,￥860,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
平乐古镇临江花园洋园二居套房出租，可做饭,"
                                        5.0
                                    ",2室,整租,宜住4人,￥358,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
思佳雅居 A大隐 唯美三居 高性价比,"
                                        5.0
                                    ",3室,整租,宜住6人,￥1000,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
青城山天然氧吧民宿,"
                                        5.0
                                    ",3室,整租,宜住6人,￥5280,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
浪漫品味太古里 大自然的家 大床房,"
                                        5.0
                                    ",1室,整租,宜住2人,￥238,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
成都聚会趴日租聚会别墅,"
                                        5.0
                                    ",3室,整租,宜住13人,￥2760,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
武侯祠锦里宽窄巷子舒适6居，有机麻哟,"
                                        4.9
                                    ",6室,整租,宜住14人,￥798,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
春熙路太古里 兰桂坊之上 舒适豪华一居,"
                                        4.9
                                    ",1室,整租,宜住2人,￥1059,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
武侯祠锦里地铁省骨科医院站旁大石南路2楼套一,"
                                        5.0
                                    ",1室,整租,宜住2人,￥248,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
武侯祠锦里体院地铁省骨科医院站10F安静一居,"
                                        4.9
                                    ",1室,整租,宜住2人,￥249,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
春熙路 太古里 IFS之上公寓幻彩温馨二居,"
                                        5.0
                                    ",2室,整租,宜住4人,￥1398,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
火车南站旁 蓝光公馆1881@1-2@ 一楼花园大窗 独立单间大床房，车辆服务,"
                                        5.0
                                    ",3室,单间出租,宜住2人,￥800,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
成都东站 川师 地铁2号线套房 美式混搭两居室 （春节三天起订 请咨询下单）,"
                                        5.0
                                    ",2室,整租,宜住4人,￥258,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
紧邻双流机场美式风一居室,"
                                        4.7
                                    ",1室,整租,宜住2人,￥268,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
成都宽窄巷子 卷舒堂 印象甜蜜公主套房,"
                                        4.7
                                    ",2室,整租,宜住3人,￥278,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
成都宽窄巷子地铁口影院两居室,"
                                        4.5
                                    ",2室,整租,宜住4人,￥318,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
成都最安逸——欧式古典豪华独栋大别墅,"
                                        5.0
                                    ",4室,整租,宜住13人,￥1380,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
华西医院西藏成办363武侯祠锦里地铁房,"
                                        4.9
                                    ",1室,整租,宜住3人,￥188,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
11近成都火车东站/东郊记忆/万象城/双地铁/直达春熙路宽窄巷子舒适休闲房,"
                                        5.0
                                    ",1室,整租,宜住2人,￥208,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
地铁7号线龙爪堰站 省妇女儿童医院 附近超安静舒适 大三室,"
                                        5.0
                                    ",3室,整租,宜住6人,￥358,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
萧邦 家庭温馨 舒适套一 四,"
                                        5.0
                                    ",1室,整租,宜住2人,￥228,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
春熙路太古里IFS：天使之吻,"
                                        4.9
                                    ",1室,整租,宜住2人,￥268,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
地铁口直达宽窄巷子春熙路太古里万象城建设路 SM广场 电子科大闲情小站温馨一居室,"
                                        5.0
                                    ",1室,整租,宜住2人,￥218,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
成都春熙路宽窄巷子温馨舒适双卧房,"
                                        4.9
                                    ",2室,整租,宜住4人,￥358,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
国庆二天起订/春熙路天府广场双地铁/按摩蓝牙音箱多功能护栏床大一居/低价长租,"
                                        5.0
                                    ",1室,整租,宜住4人,￥355,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
毗邻电子科大 小惬意大床房,5.0,1室,整租,宜住2人,￥138,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
成都西华大学附近高端一居室小清新甜蜜大床房,"
                                        4.9
                                    ",1室,整租,宜住2人,￥118,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
「朦胧」临近火车东站 /春熙路_太古里_地铁直达/地铁口/双人床/沙发床/100,"
                                        4.8
                                    ",1室,整租,宜住4人,￥219,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
木犀·乐颂｜loft 三床房/宽窄巷子/文殊院/春熙路,"
                                        5.0
                                    ",1室,整租,宜住4人,￥220,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
四川大学华西医院锦里地铁三床家庭套房,5.0,1室,整租,宜住4人,￥198,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
成都东站“爱之屋”-情调北欧，近双地铁,5.0,4室,单间出租,宜住2人,￥270,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
成都东站旁地铁7号线温馨文艺影院夜景两室套房,"
                                        5.0
                                    ",2室,整租,宜住4人,￥398,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
高空观景•近春熙路•太古里•熊猫基地•浪漫大床房,"
                                        2.0
                                    ",1室,整租,宜住2人,￥268,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
【The House雅居】墨•宽窄巷子夜猫子夜市双床精致简约,"
                                        4.2
                                    ",2室,整租,宜住4人,￥198,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,chengdu
浅藏『玖畹花』270度玻璃套房,"
                                        5.0
                                    ",2室,整租,宜住2人,￥866,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
（网红民宿）迪士尼两站梦幻火烈鸟套房,"
                                        4.6
                                    ",2室,整租,宜住4人,￥328,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
